,YEAR,COUNTY,TOTAL PRCP
125,2017,PARMER,22.87
126,2017,PECOS,5.0
127,2017,POLK,19.59
128,2017,POTTER,16.240000000000002
129,2017,RANDALL,15.349999999999996
130,2017,REAGAN,9.99
131,2017,REAL,6.99
132,2017,REEVES,3.78
133,2017,REFUGIO,14.88
134,2017,ROCKWALL,12.63
135,2017,RUNNELS,11.52
136,2017,RUSK,33.36000000000001
137,2017,SABINE,32.05
138,2017,SAN AUGUSTINE,15.72
139,2017,SAN PATRICIO,1.52
140,2017,SAN SABA,17.610000000000007
141,2017,SCHLEICHER,9.67
142,2017,SCURRY,10.77
143,2017,SHACKELFORD,14.739999999999998
144,2017,SHELBY,40.51999999999999
145,2017,SMITH,41.52
146,2017,SOMERVELL,19.3
147,2017,STARR,12.97
148,2017,STEPHENS,18.16
149,2017,STONEWALL,16.37
150,2017,SUTTON,11.92
151,2017,SWISHER,18.21
152,2017,TARRANT,32.46999999999999
153,2017,TAYLOR,16.990000000000002
154,2017,THROCKMORTON,16.82
155,2017,TITUS,36.09
156,2017,TYLER,40.57
157,2017,UVALDE,20.160000000000004
158,2017,VAL VERDE,11.53
159,2017,VAN ZANDT,31.379999999999995
160,2017,WALKER,34.96999999999999
161,2017,WASHINGTON,24.370000000000008
162,2017,WEBB,12.389999999999995
163,2017,WILLACY,11.64
164,2017,WILLIAMSON,22.39000000000001
165,2017,WILSON,13.41
166,2017,WINKLER,0.0
167,2017,WISE,21.98
168,2017,ZAPATA,8.63
169,2017,ZAVALA,14.900000000000004
