id,County,income,precipitation
48367,Parker County,,
48369,Parmer County,147.9032554,16.26
48371,Pecos County,396.8847571,11.94
48373,Polk County,190.9659615,15.63
48375,Potter County,349.3326648,20.74
48377,Presidio County,351.9470868,12.59
48379,Rains County,,
48381,Randall County,,18.35
48383,Reagan County,228.6625821,22.93
48385,Real County,373.5908858,19.64
48387,Red River County,,
48389,Reeves County,157.2779684,1.09
48391,Refugio County,36.8618105,24.03
48393,Roberts County,284.7301945,6.34
48395,Robertson County,50.06956876,
48397,Rockwall County,489.078067,25.57
48399,Runnels County,,18.86
48401,Rusk County,151.1611271,43.43
48403,Sabine County,,40.91
48405,San Augustine County,,22.5
48407,San Jacinto County,99.76238466,
48409,San Patricio County,131.1860825,25.97
48411,San Saba County,69.49053268,23.57
48413,Schleicher County,277.9134171,16.33
48415,Scurry County,,21.34
48417,Shackelford County,,19.36
48419,Shelby County,121.2386913,48.72
48421,Sherman County,396.2924759,
48423,Smith County,438.5691753,44.27
48425,Somervell County,,27.86
48427,Starr County,,26.49
48429,Stephens County,,15.36
48431,Sterling County,238.5540197,
48433,Stonewall County,248.3202251,22.29
48435,Sutton County,188.6234642,12.68
48437,Swisher County,,20.2
48439,Tarrant County,,22.61
48441,Taylor County,,
48443,Terrell County,,
48445,Terry County,136.5042869,
48447,Throckmorton County,,
48449,Titus County,,37.65
48451,Tom Green County,60.7104165,
48453,Travis County,258.7058108,
48455,Trinity County,,
48457,Tyler County,190.9659615,33.53
48459,Upshur County,438.5691753,
48461,Upton County,,
48463,Uvalde County,829.5585753,20.62
48465,Val Verde County,117.0008567,11.45
48467,Van Zandt County,438.5691753,31.55
48469,Victoria County,36.8618105,
48471,Walker County,77.87260501,44.02
48473,Waller County,14.54959568,
48475,Ward County,145.6422516,0
48477,Washington County,38.03840009,42.5
48479,Webb County,494.3051264,16.87
48481,Wharton County,64.66341471,11.97
48483,Wheeler County,25.54958595,0
48485,Wichita County,,
48487,Wilbarger County,19.86162202,
48489,Willacy County,,38.13
48491,Williamson County,126.3261968,
48493,Wilson County,256.6432329,24.34
48495,Winkler County,107.7487237,6.8
48497,Wise County,,26.73
48499,Wood County,438.5691753,28.25
48501,Yoakum County,136.5042869,
48503,Young County,,19.41
48505,Zapata County,,10.78
48507,Zavala County,408.6494895,15.92
