id,County,income,precipitation
48135,Ector County,143.9559249,
48137,Edwards County,332,
48141,El Paso County,77,
48139,Ellis County,503,
48143,Erath County,194.1377589,
48145,Falls County,870.9923203,30.88
48147,Fannin County,244,38.79
48149,Fayette County,33.82581273,
48151,Fisher County,46.5980583,21.43
48153,Floyd County,210.3347849,16.52
48155,Foard County,15.68654033,28.1
48157,Fort Bend County,228.3409717,
48159,Franklin County,434.0778125,44.26
48161,Freestone County,225.0895307,
48163,Frio County,407.8237805,24.69
48165,Gaines County,137.2417823,22.24
48167,Galveston County,132.2847651,
48169,Garza County,218.9577273,26.69
48171,Gillespie County,59.67541655,38.13
48173,Glasscock County,238.3759963,
48175,Goliad County,234.8562399,
48177,Gonzales County,38.71229878,37.24
48179,Gray County,371.4972951,17.17
48181,Grayson County,244,40.17
48183,Gregg County,173.8398521,52.19
48185,Grimes County,14.98631406,
48187,Guadalupe County,38.71229878,46.78
48189,Hale County,194.6937668,18.28
48191,Hall County,105.0031376,27.08
48193,Hamilton County,724.6221187,
48195,Hansford County,157.1291911,16.69
48197,Hardeman County,15.68654033,28.1
48199,Hardin County,194.9526822,73.46
48201,Harris County,173.0693411,65.39
48203,Harrison County,159.8183563,60.05
48205,Hartley County,250.1810623,
48207,Haskell County,46.5980583,47.19
48209,Hays County,240.1048707,46.18
48211,Hemphill County,19.11543498,18.48
48213,Henderson County,225.0895307,44.76
48215,Hidalgo County,28.08237981,
48217,Hill County,468.0693333,40.88
48219,Hockley County,179.0527487,19.57
48221,Hood County,292.2530698,39.76
48223,Hopkins County,434.0778125,42.14
48225,Houston County,225.0895307,39.69
48227,Howard County,238.3759963,24.12
48229,Hudspeth County,145.4138882,7.48
48231,Hunt County,244,36.94
48233,Hutchinson County,244.2247513,
48235,Irion County,315.4253545,20.07
48237,Jack County,448,29.46
48239,Jackson County,57.86555277,14.72
48241,Jasper County,194.9526822,59.41
48243,Jeff Davis County,137.8158787,19.22
48245,Jefferson County,194.9526822,
48247,Jim Hogg County,110,21.24
48249,Jim Wells County,110,
48251,Johnson County,1316,35.95
48253,Jones County,46.5980583,26.78
48255,Karnes County,234.8562399,
48257,Kaufman County,,
48259,Kendall County,376.1751462,17.73
48261,Kenedy County,28.08237981,
48263,Kent County,46.5980583,
48265,Kerr County,512,26.98
48267,Kimble County,598.5238672,
48269,King County,,30.02
48271,Kinney County,181.5294321,36.25
48273,Kleberg County,247.9304357,14.55
48275,Knox County,46.5980583,26.1
48283,La Salle County,459.9566331,29
48277,Lamar County,244,45.14
48279,Lamb County,146.8618787,21.35
48281,Lampasas County,308.1913748,
48285,Lavaca County,65.97539235,42.65
48287,Lee County,203.2031969,58.57
48289,Leon County,43.92548263,43.06
48291,Liberty County,98,68.48
48293,Limestone County,870.9923203,
48295,Lipscomb County,278.2949516,8.95
48297,Live Oak County,124.1168454,
48299,Llano County,73.33717905,31.58
48301,Loving County,104.4897848,
48303,Lubbock County,179.0527487,
48305,Lynn County,137.2417823,29.23
48313,Madison County,43.92548263,49.65
48315,Marion County,159.8183563,
48317,Martin County,143.5445935,11.97
48319,Mason County,67.89142972,31.84
48321,Matagorda County,57.86555277,44.01
48323,Maverick County,407.1108604,36.68
48307,McCulloch County,139.0025332,33.74
48309,McLennan County,870.9923203,
48311,McMullen County,185.084473,35.36
48325,Medina County,197.3056309,38.94
48327,Menard County,96.39357167,
48329,Midland County,228.2420685,2.74
48331,Milam County,43.92548263,48.38
48333,Mills County,503.550717,29.1
48335,Mitchell County,,24.63
48337,Montague County,244,58.94
48339,Montgomery County,104.0306962,49.26
48341,Moore County,352.763903,13.93
48343,Morris County,434.0778125,42.61
48345,Motley County,120.3192494,27.7
48347,Nacogdoches County,120.3192494,45.38
48349,Navarro County,870.641,49.68
48351,Newton County,194.9526822,
48353,Nolan County,244,28.46
48355,Nueces County,247.9304357,
48357,Ochiltree County,157.1291911,18.42
48359,Oldham County,250.1810623,9.85
48361,Orange County,194.9526822,59.8
48363,Palo Pinto County,194.1377589,
48365,Panola County,159.8183563,51.57
48367,Parker County,448,
48369,Parmer County,148.7929155,16
48371,Pecos County,394.5800883,13.66
48373,Polk County,190.1221983,32.9
48375,Potter County,352.763903,16.27
48377,Presidio County,351.6784898,
48379,Rains County,434.0778125,
48381,Randall County,227.5188668,11.18
48383,Reagan County,228.2420685,22.52
48385,Real County,369.0401044,43.73
48387,Red River County,244,
48389,Reeves County,161.1309598,9.58
48391,Refugio County,34.94091283,33.04
48393,Roberts County,287.3578265,
48395,Robertson County,43.92548263,
48397,Rockwall County,495.0301598,41.7
48399,Runnels County,495,28.72
48401,Rusk County,148.7347661,56.59
48403,Sabine County,148.7347661,55.04
48405,San Augustine County,148.7347661,44.61
48407,San Jacinto County,98.03297537,
48409,San Patricio County,124.1168454,0
48411,San Saba County,67.89142972,29.97
48413,Schleicher County,275.5791889,30.4
48415,Scurry County,,17.89
48417,Shackelford County,,40.75
48419,Shelby County,120.3192494,57.11
48421,Sherman County,401.2660644,
48423,Smith County,434.0778125,39.57
48425,Somervell County,199.8775334,37.28
48427,Starr County,28.08237981,15.12
48429,Stephens County,,39.47
48431,Sterling County,238.3759963,
48433,Stonewall County,46.5980583,22.95
48435,Sutton County,274.0827439,21.11
48437,Swisher County,189.3228645,17.39
48439,Tarrant County,448,37.61
48441,Taylor County,238.3759963,
48443,Terrell County,394.5800883,
48445,Terry County,137.2417823,
48447,Throckmorton County,46.5980583,
48449,Titus County,434.0778125,48.27
48451,Tom Green County,46.66749139,
48453,Travis County,223.7473919,
48455,Trinity County,190.1221983,
48457,Tyler County,190.1221983,53.61
48459,Upshur County,434.0778125,
48461,Upton County,394.5800883,
48463,Uvalde County,866.8849727,32.04
48465,Val Verde County,116.7271152,22.85
48467,Van Zandt County,434.0778125,46.96
48469,Victoria County,34.94091283,
48471,Walker County,78.27339116,56.15
48473,Waller County,10.17558495,
48475,Ward County,143.9559249,
48477,Washington County,33.82581273,68.38
48479,Webb County,459.9566331,25.13
48481,Wharton County,58.85567371,
48483,Wheeler County,19.11543498,0
48485,Wichita County,15.68654033,
48487,Wilbarger County,15.68654033,
48489,Willacy County,28.08237981,18.67
48491,Williamson County,124.2354937,
48493,Wilson County,215.0040482,43.38
48495,Winkler County,104.4897848,
48497,Wise County,448,40.35
48499,Wood County,434.0778125,
48501,Yoakum County,137.2417823,
48503,Young County,,
48505,Zapata County,,17.32
48507,Zavala County,407.1108604,31.32
